lhelc_id,pty_id,party,date,country,countryname,edate,partyname,parfam,pervote,absseat,totseats,rile,logrile,logrile.SE,ctr_ccode,lhelc_date,lh_id,lhelc_prv_id,pty_lwr_v2,pty_upr_v2,pty_abr,pty_lhelc_identsh,pty_csim_lhvotesh,pty_csim_lhvotesh_sd,pty_clg_lhvotesh,clg_pseudor2,clg_bpid,clg_bpid_se,csim_disc,pty_comp,pty_cab,tier1_avemag,leadact
2014,2008,42110,199410,42,Austria,09/10/1994,GRÜNE The Greens,10,7.307,13,183,6.572,0.490653944357469,0.143311009141794,AUT,1990-10-07,2014,2013,0,0.075821157,Gruene,,,,,,,,,,0,4.26,9.43
2015,2001,42520,199512,42,Austria,17/12/1995,ÖVP Austrian People's Party,50,28.291,53,183,40.417,1.70686677647363,0.235429550476844,AUT,1994-10-09,2015,2014,0.258670507,0.378670507,OVP,,,,,,,,,,1,4.26,18.76
2015,2002,42320,199512,42,Austria,17/12/1995,SPÖ Austrian Social Democratic Party,30,38.059,71,183,20.849,0.807084288980929,0.183844275569339,AUT,1994-10-09,2015,2014,0.266182861,0.368182861,SPO,,,,,,,,,,1,4.26,20.98
2015,2007,42420,199512,42,Austria,17/12/1995,Freedom Movement,70,21.885,40,183,55.705,2.77847227938559,0.466261164040795,AUT,1994-10-09,2015,2014,0.159974391,0.397974391,FPO,,,,,,,,,,0,4.26,20.65
2015,2008,42110,199512,42,Austria,17/12/1995,GRÜNE The Greens,10,4.815,9,183,19.658,0.872904281619656,0.307163937086744,AUT,1994-10-09,2015,2014,0,0.111069214,Gruene,,,,,,,,,,0,4.26,9.43
2015,2009,42421,199512,42,Austria,17/12/1995,LIF Liberal Forum,40,5.513,10,183,64.706,2.75158893077054,0.735064279420636,AUT,1994-10-09,2015,2014,0,0.081696351,LIF,,,,,,,,,,0,4.26,
2017,2001,42520,199910,42,Austria,03/10/1999,ÖVP Austrian People's Party,50,26.91,52,183,15.227,0.539617308608785,0.0674933117842205,AUT,1996-10-13,2017,2016,0.272919293,0.411919293,OVP,,,,,,,,,,1,4.26,18.76
2017,2002,42320,199910,42,Austria,03/10/1999,SPÖ Austrian Social Democratic Party,30,33.2,65,183,-19.283,-0.84879275188041,0.122366224812614,AUT,1996-10-13,2017,2016,0.257554947,0.389554947,SPO,,,,,,,,,,1,4.26,20.98
2017,2007,42420,199910,42,Austria,03/10/1999,FPÖ Austrian Freedom Party,70,26.91,52,183,24.97,0.908236237111679,0.100419382488961,AUT,1996-10-13,2017,2016,0.203897426,0.446897426,FPO,,,,,,,,,,0,4.26,20.65
2017,2008,42110,199910,42,Austria,03/10/1999,GRÜNE The Greens,10,7.4,14,183,-1.274,-0.0519640393216167,0.235828755244102,AUT,1996-10-13,2017,2016,0,0.074141964,Gruene,,,,,,,,,,0,4.26,9.43
2018,2001,42520,200211,42,Austria,24/11/2002,ÖVP Austrian People's Party,50,42.3,79,183,-0.582,-0.0220589333013414,0.0659500173397352,AUT,1999-10-03,2018,2017,0.202055983,0.431055983,OVP,0.0021186441,0.132501584177951,0.0258230023733928,0.006093821,0.49924511,3.7230232,0.279667827967394,0.109614166527718,0.997,1,4.26,18.76
2018,2002,42320,200211,42,Austria,24/11/2002,SPÖ Austrian Social Democratic Party,30,36.51,69,183,-17.64,-0.68821172588936,0.0983814619177542,AUT,1999-10-03,2018,2017,0.194529779,0.405529779,SPO,0.061440676,0.273255908692642,0.0326094816099919,0.18229707,0.49924511,3.7230232,0.279667827967394,0.109614166527718,0.002,1,4.26,20.98
2018,2007,42420,200211,42,Austria,24/11/2002,FPÖ Austrian Freedom Party,70,10.01,18,183,-18.073,-0.657440964017563,0.0559886075370424,AUT,1999-10-03,2018,2017,0.108145764,0.414145764,FPO,0.052966103,0.197279026962484,0.0282440906179605,0.15379581,0.49924511,3.7230232,0.279667827967394,0.109614166527718,0,0,4.26,20.65
2018,2008,42110,200211,42,Austria,24/11/2002,GRÜNE The Greens,10,9.47,17,183,-16.739,-0.777471218905932,0.157518548466328,AUT,1999-10-03,2018,2017,0,0.221044524,Gruene,0.15889831,0.259025164520509,0.0292560062980436,0.24521875,0.49924511,3.7230232,0.279667827967394,0.109614166527718,0.905,0,4.26,9.43
2019,2001,42520,200610,42,Austria,01/10/2006,ÖVP Austrian People's Party,50,34.33,66,183,-2.961,-0.121174276183789,0.062861598292334,AUT,2002-11-24,2020,2018,0.395010829,0.462010829,OVP,0.16768916,0.236484406726127,0.0284050427924977,0.35339946,0.5699361,3.3941169,0.167149609631611,0.16460756536471,1,1,4.26,18.76
2019,2002,42320,200610,42,Austria,01/10/2006,SPÖ Austrian Social Democratic Party,30,35.34,68,183,-15.118,-0.640315631113575,0.109298374429649,AUT,2002-11-24,2020,2018,0.317097476,0.390097476,SPO,0.24846625,0.297976540782922,0.0301664251351092,0.41068065,0.5699361,3.3941169,0.167149609631611,0.16460756536471,0.759,0,4.26,20.98
2019,2007,42420,200610,42,Austria,01/10/2006,FPÖ Austrian Freedom Party,70,11.04,21,183,-4.308,-0.172253041033734,0.157661717013188,AUT,2002-11-24,2020,2018,0.065074038,0.176074038,FPO,0.034764826,0.142751194834778,0.0287864804143596,0.074593976,0.5699361,3.3941169,0.167149609631611,0.16460756536471,0.134,1,4.26,20.65
2019,2008,42110,200610,42,Austria,01/10/2006,GRÜNE The Greens,10,11.05,21,183,-20.058,-0.987612593331589,0.130928742777987,AUT,2002-11-24,2020,2018,0.066707458,0.174707458,Gruene,0.11860941,0.202971500447092,0.0291397654342861,0.15843306,0.5699361,3.3941169,0.167149609631611,0.16460756536471,0.855,0,4.26,9.43
2020,2001,42520,200809,42,Austria,28/09/2008,ÖVP Austrian People's Party,50,25.98,51,183,-1.148,-0.0384476245630728,0.100573505656804,AUT,2006-10-01,2021,2019,0.321331786,0.350331786,OVP,,,,,,,,,,1,4.26,18.76
2020,2002,42320,200809,42,Austria,28/09/2008,SPÖ Austrian Social Democratic Party,30,29.26,57,183,-17.872,-0.772568056706811,0.0905020285645777,AUT,2006-10-01,2021,2019,0.347419092,0.366419092,SPO,,,,,,,,,,0,4.26,20.98
2020,2003,42220,200809,42,Austria,28/09/2008,KPÖ Austrian Communist Party,20,0.76,0,183,-17.391,-0.562294372141183,0.251581512413389,AUT,2006-10-01,2021,2019,0,0.353105359,KPO,,,,,,,,,,0,4.26,
2020,2007,42420,200809,42,Austria,28/09/2008,FPÖ Austrian Freedom Party,70,17.54,34,183,-1.299,-0.052888725661782,0.132008556693396,AUT,2006-10-01,2021,2019,0.011358428,0.122358428,FPO,,,,,,,,,,0,4.26,20.65
2020,2008,42110,200809,42,Austria,28/09/2008,GRÜNE The Greens,10,10.43,20,183,-9.469,-0.552523259908763,0.135010644111377,AUT,2006-10-01,2021,2019,0.007469511,0.130469511,Gruene,,,,,,,,,,0,4.26,9.43
2020,2010,42710,200809,42,Austria,28/09/2008,BZÖ Alliance for the Future of Austria,70,10.7,21,183,-8.696,-0.342289913368937,0.153237403997567,AUT,2006-10-01,2021,2019,0.031103225,0.075103225,BZO,,,,,,,,,,1,4.26,
4011,4002,62320,197407,62,Canada,08/07/1974,NDP New Democratic Party,30,15.44,16,264,-28.4,-1.31880610083999,0.202487131939425,CAN,1972-10-30,4011,4010,0.158323492,0.420323492,NDP,,,,,,,,,,0,1,
4011,4003,62420,197407,62,Canada,08/07/1974,LP Liberal Party of Canada,40,43.16,141,264,3.4,0.129887832263157,0.262492461051574,CAN,1972-10-30,4011,4010,0.368171347,0.394171347,LPC,,,,,,,,,,1,1,
4011,4008,62620,197407,62,Canada,08/07/1974,PCP Progressive Conservative Party,60,35.445,95,264,2.2,0.110031375120453,0.257860096133251,CAN,1972-10-30,4011,4010,0.337193021,0.366193021,PCP,,,,,,,,,,0,1,
4011,4010,62951,197407,62,Canada,08/07/1974,Socred Social Credit,95,5.062,11,264,10.9,0.46213344597653,0.289772475645825,CAN,1972-10-30,4011,4010,0.031511423,0.094511423,SCP,,,,,,,,,,0,1,
4012,4002,62320,197905,62,Canada,22/05/1979,NDP New Democratic Party,30,17.884,32,282,-18.7,-1.1307274420124,0.185489357476957,CAN,1974-07-08,4012,4011,0.104370898,0.200370898,NDP,,,,,,,,,,0,1,
4012,4003,62420,197905,62,Canada,22/05/1979,LP Liberal Party of Canada,40,40.105,114,282,-5.7,-0.262916728413129,0.26711260733458,CAN,1974-07-08,4012,4011,0.419518968,1,LPC,,,,,,,,,,1,1,
4012,4008,62620,197905,62,Canada,22/05/1979,PCP Progressive Conservative Party,60,35.891,136,282,17.1,0.798142619064325,0.140960624323353,CAN,1974-07-08,4012,4011,0.201579629,0.372579629,PCP,,,,,,,,,,0,1,
4013,4002,62320,198002,62,Canada,18/02/1980,NDP New Democratic Party,30,19.775,32,282,-16,-1.03658459242046,0.171085425659697,CAN,1979-05-22,4013,4012,0.145841457,0.183841457,NDP,,,,,,,,,,0,1,
4013,4003,62420,198002,62,Canada,18/02/1980,LP Liberal Party of Canada,40,44.336,147,282,-2.4,-0.173966335505769,0.194779123215781,CAN,1979-05-22,4013,4012,0.390092414,0.403092414,LPC,,,,,,,,,,1,1,
4013,4008,62620,198002,62,Canada,18/02/1980,PCP Progressive Conservative Party,60,32.454,103,282,14.1,0.67751995920821,0.224254292127931,CAN,1979-05-22,4013,4012,0.356872578,0.368872578,PCP,,,,,,,,,,0,1,
4014,4002,62320,198409,62,Canada,04/09/1984,NDP New Democratic Party,30,18.8,30,282,-31.9,-1.48432021586943,0.381436823111938,CAN,1980-02-18,4014,4013,0.131733219,0.211733219,NDP,0.14714919,0.181045609973383,0.0427506944629267,0.15800989,0.57567137,2.448082,0.0699978249662088,0.229014175513351,0.322,0,1,
4014,4003,62420,198409,62,Canada,04/09/1984,LP Liberal Party of Canada,40,28.026,40,282,-16.2,-0.608945454116648,0.41193876106157,CAN,1980-02-18,4014,4013,0.432436599,1,LPC,0.32127005,0.403528162072984,0.0458049025357815,0.43885192,0.57567137,2.448082,0.0699978249662088,0.229014175513351,0.745,0,1,
4014,4008,62620,198409,62,Canada,04/09/1984,PCP Progressive Conservative Party,60,50.028,211,282,12.3,0.479941564063607,0.314985439899554,CAN,1980-02-18,4014,4013,0.144488088,0.337488088,PCP,0.43018094,0.356531205134426,0.0443743471766084,0.38148892,0.57567137,2.448082,0.0699978249662088,0.229014175513351,0.605,1,1,
4015,4002,62320,198811,62,Canada,21/11/1988,NDP New Democratic Party,30,20.381,43,295,-40.8,-2.06111321750466,0.378699625902963,CAN,1984-09-04,4015,4014,0.111058088,0.432058088,NDP,0.14714919,0.183109399081968,0.0394991025679423,0.16411276,0.68781048,2.9661202,0.0885444747005707,0.196926612196425,0,0,1,
4015,4003,62420,198811,62,Canada,21/11/1988,LP Liberal Party of Canada,40,31.916,83,295,-19.8,-0.892021622943831,0.356321673864215,CAN,1984-09-04,4015,4014,0.196223498,0.491223498,LPC,0.32127005,0.260576686583844,0.0401999754482869,0.2575151,0.68781048,2.9661202,0.0885444747005707,0.196926612196425,0.001,1,1,
4015,4008,62620,198811,62,Canada,21/11/1988,PCP Progressive Conservative Party,60,43.016,169,295,18.3,0.642532725747802,0.328042612592233,CAN,1984-09-04,4015,4014,0.377349593,1,PCP,0.43018094,0.506948230898051,0.0412721034094283,0.56183159,0.68781048,2.9661202,0.0885444747005707,0.196926612196425,0,0,1,
4016,4002,62320,199310,62,Canada,25/10/1993,NDP New Democratic Party,30,6.874,9,295,-23.048,-1.01031800002814,0.205554638449103,CAN,1988-11-21,4016,4015,0.118806923,0.256806923,NDP,0.12935682,0.249334671685994,0.0646137313809788,0.22916427,0.053717855,-0.51447433,0.0633744262301443,0.268819594266723,0.415,0,1,
4016,4003,62420,199310,62,Canada,25/10/1993,LP Liberal Party of Canada,40,41.323,177,295,4.036,0.147853832945414,0.186595907132685,CAN,1988-11-21,4016,4015,0.207157857,0.355157857,LPC,0.3273446,0.326439608616753,0.0675622083550552,0.31573957,0.053717855,-0.51447433,0.0633744262301443,0.268819594266723,0.31,0,1,
4016,4008,62620,199310,62,Canada,25/10/1993,PCP Progressive Conservative Party,60,15.997,2,295,24.615,0.813164842345952,0.242241704116871,CAN,1988-11-21,4016,4015,0.404156933,1,PCP,0.25799498,0.424225719697253,0.066191797911724,0.45509616,0.053717855,-0.51447433,0.0633744262301443,0.268819594266723,0.444,1,1,
4017,4002,62320,199706,62,Canada,02/06/1997,NDP New Democratic Party,30,11.047,21,301,-31.765,-1.73978243395776,0.34046904267117,CAN,1993-10-25,4017,4016,0.039747512,0.280747512,NDP,0.077373616,0.125767435258752,0.0241572397306828,0.072118253,0.46243694,2.7898726,0.0617491052566756,0.144013970738743,0,0,1,
4017,4003,62420,199706,62,Canada,02/06/1997,LP Liberal Party of Canada,40,38.46,155,301,6.338,0.268269054586822,0.176495292779161,CAN,1993-10-25,4017,4016,0.364258484,1,LPC,0.32367447,0.373258189604916,0.0264630723987105,0.43244606,0.46243694,2.7898726,0.0617491052566756,0.144013970738743,0.416,0,1,
4017,4004,62901,199706,62,Canada,02/06/1997,BQ Quebec Bloc,90,10.672,44,301,6.061,0.663216072969923,0.459276935519609,CAN,1993-10-25,4017,4016,0.001018857,0.222018857,BQ,0.095869295,0.138259802272492,0.0255972731139942,0.14188793,0.46243694,2.7898726,0.0617491052566756,0.144013970738743,0.003,0,1,
4017,4008,62620,199706,62,Canada,02/06/1997,PCP Progressive Conservative Party,60,18.841,20,301,10.577,0.433929527899274,0.207442572646125,CAN,1993-10-25,4017,4016,0.149961252,0.721961252,PCP,0.16276202,0.176614319793076,0.0243910290965923,0.14223737,0.46243694,2.7898726,0.0617491052566756,0.144013970738743,0.114,1,1,
4017,4009,62621,199706,62,Canada,02/06/1997,RPC Reform Party of Canada,60,19.352,60,301,40.449,1.56645816816439,0.358654037732579,CAN,1993-10-25,4017,4016,0.103243057,0.240243057,RPC,0.091553636,0.186100253070764,0.0253771442894584,0.20703214,0.46243694,2.7898726,0.0617491052566756,0.144013970738743,0.033,0,1,
4018,4002,62320,200011,62,Canada,27/11/2000,NDP New Democratic Party,30,8.51,13,301,-35.016,-1.26752519510806,0.173826832091542,CAN,1997-06-02,4018,4017,0.069466116,0.128466116,NDP,0.081945367,0.131068276852181,0.0235682531695617,0.1181456,0.43520227,2.7319388,0.0880273786954945,0.134988964720375,0.479,0,1,
4018,4003,62420,200011,62,Canada,27/11/2000,LP Liberal Party of Canada,40,40.85,172,301,-12.241,-0.469366010585154,0.130920305643712,CAN,1997-06-02,4018,4017,0.378598094,1,LPC,0.33844104,0.330417833413564,0.0269657469974282,0.34681827,0.43520227,2.7319388,0.0880273786954945,0.134988964720375,0.95,1,1,
4018,4004,62901,200011,62,Canada,27/11/2000,BQ Quebec Bloc,90,10.72,38,301,-19.697,-0.631894813596233,0.227250489730892,CAN,1997-06-02,4018,4017,0.042716837,0.114716837,BQ,0.07728181,0.118327629157526,0.0242707689657034,0.10483749,0.43520227,2.7319388,0.0880273786954945,0.134988964720375,0.491,0,1,
4018,4008,62620,200011,62,Canada,27/11/2000,PCP Progressive Conservative Party,60,12.19,12,301,-3.947,-0.100125631007625,0.270273193419486,CAN,1997-06-02,4018,4017,0.132411503,0.442411503,PCP,0.13990673,0.191666916603478,0.0255239314138991,0.18824445,0.43520227,2.7319388,0.0880273786954945,0.134988964720375,0,0,1,
4019,4002,62320,200406,62,Canada,28/06/2004,NDP New Democratic Party,30,15.68,19,308,-17.56,-0.655183540811165,0.114866436633255,CAN,2000-11-27,4019,4018,0.041063863,0.513063863,NDP,0.063224845,0.118392358504371,0.0245541901490451,0.097785711,0.49425608,2.9800115,0.0725443622895673,0.142486573645396,0,0,1,
4019,4003,62420,200406,62,Canada,28/06/2004,LP Liberal Party of Canada,40,36.73,135,308,-12.2,-0.379756051935699,0.0943465348177412,CAN,2000-11-27,4019,4018,0.3784598,1,LPC,0.34754956,0.361231816691329,0.0262465883891925,0.39317235,0.49425608,2.9800115,0.0725443622895673,0.142486573645396,0.771,1,1,
4019,4004,62901,200406,62,Canada,28/06/2004,BQ Quebec Bloc,90,12.39,54,308,-12.49,-0.624466414500554,0.0714633300573187,CAN,2000-11-27,4019,4018,0.044156942,0.144156942,BQ,0.114104,0.15103296978653,0.0253419585860304,0.14532144,0.49425608,2.9800115,0.0725443622895673,0.142486573645396,0.531,0,1,
4020,4002,62320,200601,62,Canada,23/01/2006,NDP New Democratic Party,30,17.48,29,308,-21.695,-0.768753877732701,0.106154096177579,CAN,2004-06-28,4020,4019,0.153833744,0.218833744,NDP,0.11041748,0.20351494078922,0.0146991288608646,0.17355774,0.50220811,2.6918418,0.0681734112392801,0.0274065161538207,0.166,0,1,
4020,4003,62420,200601,62,Canada,23/01/2006,LP Liberal Party of Canada,40,30.23,103,308,-12.096,-0.452324330246888,0.0773725059570052,CAN,2004-06-28,4020,4019,0.365292993,0.389292993,LPC,0.36519703,0.406555316795357,0.0162056586841819,0.37253898,0.50220811,2.6918418,0.0681734112392801,0.0274065161538207,0.858,1,1,
4020,4004,62901,200601,62,Canada,23/01/2006,BQ Quebec Bloc,90,10.48,51,308,-9.159,-0.450476780928094,0.0585859874271542,CAN,2004-06-28,4020,4019,0.088858895,0.125858895,BQ,0.099102616,0.139506803494427,0.0111616038305866,0.11692487,0.50220811,2.6918418,0.0681734112392801,0.0274065161538207,0.891,0,1,
4021,4002,62320,200810,62,Canada,14/10/2008,NDP New Democratic Party,30,18.196,37,308,-20.659,-0.793859582845662,0.102598606455371,CAN,2006-01-23,4021,4020,0.172770143,0.209770143,NDP,0.10387945,0.198460330698111,0.0195173314790668,0.1594339,0.26283771,2.2325425,0.0798706879900255,0.0823326054521924,0.332,0,1,
4021,4003,62420,200810,62,Canada,14/10/2008,LP Liberal Party of Canada,40,26.242,76,308,5.172,0.325866130695374,0.181179215074922,CAN,2006-01-23,4021,4020,0.249312677,0.303312677,LPC,0.29624879,0.315448790481968,0.0195701913345912,0.17206432,0.26283771,2.2325425,0.0798706879900255,0.0823326054521924,0.72,1,1,
4021,4004,62901,200810,62,Canada,14/10/2008,BQ Quebec Bloc,90,9.973,50,308,-15.381,-0.776395533921448,0.0539014483449706,CAN,2006-01-23,4021,4020,0.069824481,0.105824481,BQ,0.092978522,0.191994375105472,0.0193035047446693,0.31883025,0.26283771,2.2325425,0.0798706879900255,0.0823326054521924,1,0,1,
4022,4001,62623,201105,62,Canada,02/05/2011,CP Conservative Party of Canada,60,39.631,166,308,26.265,0.967794718919229,0.0996853892089049,CAN,2008-10-14,4022,4021,0.316535587,0.389535587,CPC,0.29575023,0.374099960549154,0.017706324067783,0.38249347,0.45763838,2.6637714,0.0564984867053977,0.0719333109653948,0.205,1,1,
4022,4002,62320,201105,62,Canada,02/05/2011,NDP New Democratic Party,30,30.647,103,308,-27.907,-1.08943824569225,0.191787388473505,CAN,2008-10-14,4022,4021,0.160816644,0.202816644,NDP,0.11766406,0.189703600455816,0.01680577244018,0.18799448,0.45763838,2.6637714,0.0564984867053977,0.0719333109653948,0.24,0,1,
4022,4003,62420,201105,62,Canada,02/05/2011,LP Liberal Party of Canada,40,18.902,34,308,-7.776,-0.28571574548642,0.0917504811091653,CAN,2008-10-14,4022,4021,0.240623407,0.312623407,LPC,0.27869326,0.251033610803236,0.0159587214152422,0.25231612,0.45763838,2.6637714,0.0564984867053977,0.0719333109653948,0.268,0,1,
4022,4004,62901,201105,62,Canada,02/05/2011,BQ Quebec Bloc,90,6.054,4,308,6.765,0.291028653385887,0.0664177895103304,CAN,2008-10-14,4022,4021,0.078752129,0.216752129,BQ,0.076611735,0.107275621445834,0.0146688749266488,0.091782779,0.45763838,2.6637714,0.0564984867053977,0.0719333109653948,0.008,0,1,
4022,4006,62110,201105,62,Canada,02/05/2011,Green Party,10,3.885,1,308,-23.864,-0.938307771718769,0.330111702381286,CAN,2008-10-14,4022,4021,0,0.083775002,GPC,0.028910089,0.0778872067459603,0.0140896742079452,0.068282694,0.45763838,2.6637714,0.0564984867053977,0.0719333109653948,0.296,0,1,
5008,5001,43420,197510,43,Switzerland,26/10/1975,FDP/PRD Radical Democratic Party,40,22.208,47,200,14.238,0.514015281735205,0.113296590046603,CHE,1971-10-31,5008,5007,0.207230642,0.241230642,FDP,0.076638475,0.148416123833769,0.0194147369035305,0.15755488,0.36786047,2.7409134,0.0864224004526604,0.176272650602816,0.994,1,8,
5008,5002,43520,197510,43,Switzerland,26/10/1975,CVP/PDC Christian Democratic People's Party of Switzerland,50,21.088,46,200,4.234,0.159546136880823,0.101834419009258,CHE,1971-10-31,5008,5007,0.175159657,0.218159657,CVP,0.098308668,0.147988717154577,0.0196410543241379,0.15700132,0.36786047,2.7409134,0.0864224004526604,0.176272650602816,0.927,1,8,
5008,5003,43320,197510,43,Switzerland,26/10/1975,SPS/PSS Social Democratic Party of Switzerland,30,24.873,55,200,-29.004,-0.892326817658156,0.168498482227203,CHE,1971-10-31,5008,5007,0.195014132,0.244014132,SPS,0.13054968,0.179596641875769,0.0208324223639367,0.19409619,0.36786047,2.7409134,0.0864224004526604,0.176272650602816,0.817,1,8,
5008,5004,43810,197510,43,Switzerland,26/10/1975,SVP/UDC Swiss People's Party,80,9.944,21,200,32.653,1.36324256275322,0.528142836640262,CHE,1971-10-31,5008,5007,0,0.16962764,SVP,0.061839323,0.129932011378669,0.0189559318508744,0.13617779,0.36786047,2.7409134,0.0864224004526604,0.176272650602816,0.035,1,8,
5008,5007,43321,197510,43,Switzerland,26/10/1975,LdU/AdI Independents' Alliance,30,6.069,11,200,-5.385,-0.140216638768455,0.198673671246427,CHE,1971-10-31,5008,5007,,,LdU,0.034883723,0.121870079935306,0.0190703085446663,0.12691218,0.36786047,2.7409134,0.0864224004526604,0.176272650602816,,0,8,
